%time,field.force.x,field.force.y,field.force.z,field.torque.x,field.torque.y,field.torque.z
1669909689120344570,-0.060156037501928106,6.157643858742565,28.505656779295197,-0.9626192661658882,-4.213291252963991,4.230704831154948e-12
1669909689138992534,-0.060156037501928106,6.157643858742565,28.505656779295197,-0.9626192661658882,-4.213291252963991,4.230704831154948e-12
1669909689139040521,-0.060156037501928106,6.157643858742565,28.505656779295197,-1.0,-5.434708859607313,4.230704831154948e-12
1669909689139092896,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-5.434708859607319,4.129946158954714e-12
1669909689139155717,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-3.4891120335959878,4.129946158954714e-12
1669909689139160916,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-3.4891120335959878,4.129946158954714e-12
1669909689139359717,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-5.212734794097094,4.129946158954714e-12
1669909689139365604,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-5.212734794097094,4.129946158954714e-12
1669909689139367652,0.049861298957007916,6.180447978888269,28.501683279925636,-1.0,-5.204613879452238,4.129946158954714e-12
1669909689139565757,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-3.022492294386933,4.074860178441428e-12
1669909689139611507,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.069140320335071,4.074860178441428e-12
1669909689139658982,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.069140320335071,4.074860178441428e-12
1669909689156326182,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.0582207296858686,4.074860178441428e-12
1669909689161786417,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.052426388465317,4.074860178441428e-12
1669909689174650364,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.052426388465317,4.074860178441428e-12
1669909689197231964,-0.142588461634872,6.16310663938969,28.45838963542179,-1.0,-5.041497493992722,4.074860178441428e-12
1669909689215100171,-0.07215566068869628,6.120945418585571,28.83261335205865,-1.0,1.912917151063563,3.898472708504084e-12
1669909689236686569,-0.07215566068869628,6.120945418585571,28.83261335205865,-1.0,1.912917151063563,3.898472708504084e-12
1669909689280551825,0.13061889230312584,6.250279401435618,28.811954878947102,-1.0,-2.1028412855768632,3.753479871311401e-12
1669909689302419037,0.13061889230312584,6.250279401435618,28.811954878947102,-1.0,-2.1028412855768632,3.753479871311401e-12
1669909689313186920,0.13061889783438518,6.2502794021466705,28.811954874139406,-1.0,-2.7104672226138384,3.709498027473258e-12
1669909689324364498,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-2.7104672226138384,3.709498027473258e-12
1669909689336562210,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-4.054507095261734,3.709498027473258e-12
1669909689354435899,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-4.054507095261734,3.709498027473258e-12
1669909689376774498,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-4.0320254969337315,3.709498027473258e-12
1669909689420436665,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-4.0320254969337315,3.709498027473258e-12
1669909689528031744,0.2019965311282368,6.291286452413832,28.803468639156115,-1.0,-4.009285486668233,3.709498027473258e-12
