%time,field.force.x,field.force.y,field.force.z,field.torque.x,field.torque.y,field.torque.z
1669910108879568393,-0.1786277373366014,9.532771309772588,6.990959374501198,-1.0,-5.999999999972994,-0.6323459185591233
1669910108892013238,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892015420,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892017446,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892019185,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892020885,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892022503,-0.219697521538283,0.3005250300560979,9.66557773788163,-1.0,-5.999999999972994,6.865317045754091e-12
1669910108892024109,-0.14738499959024937,0.29617508948976984,9.65691002766371,-1.0,-4.288342065493425,6.802038758952286e-12
1669910108892025742,-0.14738499959024937,0.29617508948976984,9.65691002766371,-0.989597068825383,-5.995113996403602,6.802038758952286e-12
1669910108892027631,-0.14738499959024937,0.29617508948976984,9.65691002766371,-0.989597068825383,-5.995113996403602,6.802038758952286e-12
1669910108892029262,-0.14738499959024937,0.29617508948976984,9.65691002766371,-1.0,-5.9950512740842,6.802038758952286e-12
1669910108892030881,-0.14738499959024937,0.29617508948976984,9.65691002766371,-1.0,-5.9950127177586054,6.802038758952286e-12
1669910108892032495,-0.14738499959024937,0.29617508948976984,9.65691002766371,-1.0,-5.9950127177586054,6.802038758952286e-12
1669910108898366799,-0.14738499959024937,0.29617508948976984,9.65691002766371,-1.0,-5.994955707496919,6.802038758952286e-12
1669910108898369108,-0.05527940534498829,0.30531123435795593,9.667198252141878,-1.0,-5.994955707496904,6.7570863437846894e-12
1669910108898403691,-0.05527940534498829,0.30531123435795593,9.667198252141878,-1.0,-4.929912557343732,6.7570863437846894e-12
1669910108898592909,-0.05527940534498829,0.30531123435795593,9.667198252141878,-1.0,-5.878484309737983,6.7570863437846894e-12
1669910108916885946,-0.05527940534498829,0.30531123435795593,9.667198252141878,-1.0,-5.878484309737983,6.7570863437846894e-12
1669910108957297958,-0.05527940534498829,0.30531123435795593,9.667198252141878,-1.0,-5.876904634046518,6.7570863437846894e-12
