%time,field.force.x,field.force.y,field.force.z,field.torque.x,field.torque.y,field.torque.z
1669909868897984573,-4.34632949168386,4.657164928110166,7.4295557267810555,-1.0,-5.308695653544759,-1.9925592094606306
1669909868909530591,-4.34632949168386,4.657164928110166,7.4295557267810555,-1.0,-5.308695653544759,-1.9925592094606306
1669909868924096110,-4.307038712948421,4.6448153766577,7.44922610175605,-0.9754733494845796,-4.949946370496979,-1.992559209460643
1669909868947895679,-4.307038712948421,4.6448153766577,7.44922610175605,-1.0,-5.266258418130581,-1.992559209460643
1669909868964600294,-4.307038712948421,4.6448153766577,7.44922610175605,-1.0,-5.266258418130581,-1.992559209460643
1669909868987818367,-4.369861412495235,4.649633518118119,7.475781908154442,-1.0,-5.261187163436448,-2.0004270225709946
1669909869009559303,-4.369861412495235,4.649633518118119,7.475781908154442,-1.0,-5.261187163436448,-2.0004270225709946
1669909869030120344,-4.369861412495235,4.649633518118119,7.475781908154442,-1.0,-5.25641975621383,-2.0004270225709946
1669909869044628527,-4.369861412495235,4.649633518118119,7.475781908154442,-1.0,-5.25641975621383,-2.0004270225709946
1669909869091775351,-4.369861412495235,4.649633518118119,7.475781908154442,-1.0,-5.251559857216561,-2.0004270225709946
1669909869339353375,-4.352780211418727,4.64076047267363,7.469842156290962,-1.0,-5.251559857216561,-1.9748774170822174
1669909869339393019,-4.367282651313089,4.617823916284545,7.469759376135867,-0.9718670683658164,-5.151439223101141,-1.974877417082197
1669909869339431045,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.233970986300742,-1.974877417082197
1669909869341071353,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.231444693649959,-1.974877417082197
1669909869341184049,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.228842329900181,-1.974877417082197
1669909869341230659,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.228842329900181,-1.974877417082197
1669909869341276551,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.222851241987236,-1.974877417082197
1669909869341330396,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.222851241987236,-1.974877417082197
1669909869341462527,-4.367282651313089,4.617823916284545,7.469759376135867,-1.0,-5.218840342359525,-1.974877417082197
1669909869341520997,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.974269141493055,-1.9748774170821684
1669909869348684553,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.974269141493055,-1.9748774170821684
1669909869348729149,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.264979235969043,-1.9748774170821684
1669909869348769518,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.264979235969043,-1.9748774170821684
1669909869348810784,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.260136149017431,-1.9748774170821684
1669909869361696304,-4.345959903514687,4.612134416016108,7.500311011074148,-1.0,-5.260136149017431,-1.9748774170821684
1669909869381174895,-4.390311757975263,4.619493505745801,7.51099326522341,-1.0,-5.9999999999813225,-1.9748774170821304
1669909869403990129,-4.390311757975263,4.619493505745801,7.51099326522341,-1.0,-5.9999999999813225,-1.9748774170821304
1669909869430954369,-4.362746695929212,4.793146571904096,7.464198254656699,-1.0,-5.335393429951945,-1.996541172260582
1669909869449175265,-4.362746695929212,4.793146571904096,7.464198254656699,-1.0,-5.335393429951945,-1.996541172260582
1669909869465407732,-4.362746695929212,4.793146571904096,7.464198254656699,-1.0,-5.332146989236094,-1.996541172260582
1669909869488388566,-4.362746695929212,4.793146571904096,7.464198254656699,-1.0,-5.330353806498411,-1.996541172260582
1669909869532714732,-4.362746695929212,4.793146571904096,7.464198254656699,-1.0,-5.330353806498411,-1.996541172260582
1669909869554864488,-4.386312627965897,4.780403884567369,7.488408109305383,-1.0,-5.999999999981327,-1.9847193360274116
1669909869554913573,-4.386312627965897,4.780403884567369,7.488408109305383,-1.0,-5.999999999981327,-1.9847193360274116
1669909869570101902,-4.386312627965897,4.780403884567369,7.488408109305383,-1.0,-5.4016214546947205,-1.9847193360274116
1669909869599261112,-4.386312627965897,4.780403884567369,7.488408109305383,-1.0,-5.400367342006494,-1.9847193360274116
1669909869611343926,-4.386312627965897,4.780403884567369,7.488408109305383,-1.0,-5.400367342006494,-1.9847193360274116
1669909869715736195,-4.491548950888825,4.782321406298956,7.470765139278503,-1.0,-5.999999999981329,-1.9334135949556661
1669909869762267255,-4.491548950888825,4.782321406298956,7.470765139278503,-1.0,-5.999999999981329,-1.9334135949556661
1669909869762389007,-4.536293118403484,4.787543260039681,7.470759519970793,-1.0,-5.999999999981332,-1.9334135949556381
1669909869762487076,-4.536293118403484,4.787543260039681,7.470759519970793,-1.0,-5.999999999981332,-1.9334135949556381
1669909869762532053,-4.536293118403484,4.787543260039681,7.470759519970793,-1.0,-5.601917410255458,-1.9334135949556381
