%time,field.force.x,field.force.y,field.force.z,field.torque.x,field.torque.y,field.torque.z
1669909748942692944,7.260702181204096,-6.878708431049584,9.526784402502388,-1.0,-5.999999999982681,-2.703366950149541
1669909748942764638,7.260702181204096,-6.878708431049584,9.526784402502388,-1.0,-5.999999999982681,-2.703366950149541
1669909748958314674,7.260702181204096,-6.878708431049584,9.526784402502388,-1.0,-5.999999999982681,-2.703366950149541
1669909748960111314,7.2498558339394386,-6.858357132631582,9.49677522360557,-1.0,-5.999999999982682,-2.7033669501495416
1669909748966910937,7.2498558339394386,-6.858357132631582,9.49677522360557,-1.0,-5.999999999982682,-2.7033669501495416
1669909748966938568,7.2498558339394386,-6.858357132631582,9.49677522360557,-1.0,-5.999999999982682,-2.7033669501495416
1669909748966957537,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966968551,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966975573,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966980615,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966983020,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966996455,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748966999186,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748967009639,7.244980111385352,-6.85198932794486,9.49667278310002,-1.0,-5.999999999982682,-2.703366950149541
1669909748967695329,7.254734856950034,-6.879070274222012,9.47664059456873,-1.0,-5.999999999982682,-2.703366950149542
1669909748993380229,7.254734856950034,-6.879070274222012,9.47664059456873,-1.0,-5.999999999982682,-2.703366950149542
1669909749010250551,7.210064155923117,-6.914554707396145,9.775708129075051,-1.0,-5.999999999982682,-2.762314751739508
1669909749033445360,7.210064155923117,-6.914554707396145,9.775708129075051,-1.0,-5.999999999982682,-2.762314751739508
1669909749068565385,7.210064155923117,-6.914554707396145,9.775708129075051,-1.0,-5.999999999982682,-2.762314751739508
1669909749077185714,7.232345605904076,-6.932086776070552,9.765601635391032,-1.0,-5.999999999982682,-2.7623147517395115
1669909749102189928,7.232345605904076,-6.932086776070552,9.765601635391032,-1.0,-5.999999999982682,-2.7623147517395115
1669909749115816098,7.232345605904076,-6.932086776070552,9.765601635391032,-1.0,-5.999999999982682,-2.7623147517395115
1669909749148681629,7.232345605904076,-6.932086776070552,9.765601635391032,-1.0,-5.999999999982682,-2.7623147517395115
1669909749162920140,7.234762147334806,-6.924137314432965,9.765533621929071,-1.0,-5.999999999982681,-2.7623147517395137
1669909749180033033,7.234762147334806,-6.924137314432965,9.765533621929071,-1.0,-5.999999999982681,-2.7623147517395137
1669909749196046171,7.237810272010234,-6.917041783531322,9.76547476064325,-1.0,-5.999999999982681,-2.7623147517395163
1669909749217219972,7.866538542540935,-8.076482658584727,9.827659019938714,-1.0,-5.999999999982681,-2.8478175401640082
